,,,,,,,,,,,,,,,PERN,R NORTE,R SUL,R AFRCA,AL SOLO,A SOLO V,B. P. INT,P. MNT
,Aeronave,OM,    Data,Piloto,Missão,Tempo de Voo,Obs,Pousos,Etapas,Quadrinhos,ANV,#VALUE!,,,,,,,,,,
,VC1,69,24/02/2026,TVS,PR TLD,04:20,R NORTE,1,2,6,2101,,,,,,,,,,,
,VC1,69,24/02/2026,VTO,PR TLD,04:20,R NORTE,1,2,6,2101,,,,,,,,,,,
,VC1,75,16/02/2026,GZA,VER,00:50,,1,1,,2101,,,,,,,,,,,
,VC1,75,16/02/2026,VTO,VER,00:50,,0,1,,2101,,,,,,,,,,,
,VC2,76,18/02/2026,LTT,ESCAV,04:20,CURTO,1,3,,2590,,,,,,,,,,,
,VC2,76,18/02/2026,SMR,ESCAV,04:20,,1,3,,2590,,,,,,,,,,,
,VC1,79,27/02/2026,TVS,VER,00:55,,1,1,,2101,,,,,,,,,,,
,VC1,79,27/02/2026,VTO,VER,00:55,,0,1,,2101,,,,,,,,,,,
,VC2,78,27/02/2026,FES,ESCAV,02:30,,1,2,,2590,,,,,,,,,,,
,VC2,78,27/02/2026,TOD,ESCAV,02:30,,1,2,,2590,,,,,,,,,,,
,VC1,80,28/02/2026,ATD,PR,01:15,,1,1,,2101,,,,,,,,,,,
,VC1,80,28/02/2026,GZA,PR,02:25,,1,2,,2101,,,,,,,,,,,
,VC1,80,28/02/2026,VTO,PR,01:10,,0,1,,2101,,,,,,,,,,,
,VC2,81,28/02/2026,FAI,ESCAV,01:10,,0,1,,2590,,,,,,,,,,,
,VC2,81,28/02/2026,FES,ESCAV,01:10,,1,1,,2590,,,,,,,,,,,
,VC2,81,01/03/2026,FES,ESCAV,01:10,,1,1,,2590,,,,,,,,,,,
,VC2,81,01/03/2026,ALX,ESCAV,01:10,,0,1,,2590,,,,,,,,,,,
,VC2,82,01/03/2026,IGO,ESCAV,02:20,,1,2,,2590,,,,,,,,,,,
,VC2,82,01/03/2026,VAS,ESCAV,02:20,,1,2,,2590,,,,,,,,,,,
,VC2,85,02/03/2026,DSA,ESCAV,02:40,,1,2,,2590,,,,,,,,,,,
,VC2,85,02/03/2026,SAM,ESCAV,02:40,,1,2,,2590,,,,,,,,,,,
,VC1,83,02/03/2026,MAC,VER,00:50,,1,1,,2101,,,,,,,,,,,
,VC1,83,02/03/2026,OSV,VER,00:50,,0,1,,2101,,,,,,,,,,,
,VC1,86,03/03/2026,MAC,PR,02:50,,1,3,,2101,,,,,,,,,,,
,VC1,86,03/03/2026,OSV,PR,01:20,,1,1,,2101,,,,,,,,,,,
,VC1,86,03/03/2026,PCI,PR,01:30,SBSP,1,2,,2101,,,,,,,,,,,
,VC2,95,08/03/2026,VAS,ESCAV,04:30,B. P. INT,1,2,1,2590,,,,,,,,,,,
,VC2,95,08/03/2026,ALX,ESCAV,04:30,B. P. INT,0,1,1,2590,,,,,,,,,,,
,VC2,95,08/03/2026,CAS,ESCAV,08:00,B. P. INT,1,1,1,2590,,,,,,,,,,,
